,gauge_number,gauge_name
1058,3001097,Angel Peak Repeater A2 A2X Warnings and Errors (unknown type)
1059,3001098,Angel Peak Repeater A2 APDUID Performance Percent (unknown type)
1060,3001099,Angel Peak Repeater A2 APDUID Count (unknown type)
1061,3001110,Mt Potosi 5052 (HL) GPS Status (unknown type)
1062,3001180,Mt Potosi 5052 (HL) Control (unknown type)
1063,3001181,Mt Potosi 5052 (HL) Reset Count (unknown type)
1064,3001182,Mt Potosi 5052 (HL) ALERT1 Receiver Count (unknown type)
1065,3001183,Mt Potosi 5052 (HL) ALERT1 Repeater Count (unknown type)
1066,3001184,Mt Potosi 5052 (HL) ALERT2 Receiver Count (unknown type)
1067,3001185,Mt Potosi 5052 (HL) ALERT2 Repeater Count (unknown type)
1068,3001186,Mt Potosi 5052 (HL) ALERT2 Transmit Count (unknown type)
1069,3001190,Mt Potosi Repeater Latency (unknown type)
1070,3001191,Mt Potosi Repeater A2X Noise Level (unknown type)
1071,3001192,Mt Potosi Repeater A2X Messages Sent (unknown type)
1072,3001193,Mt Potosi Repeater A2X Messages Received (unknown type)
1073,3001194,Mt Potosi Repeater A2X Internal Temperature (unknown type)
1074,3001195,Mt Potosi Repeater A2X Battery Voltage (unknown type)
1075,3001196,Mt Potosi Repeater A2X GPS Status (unknown type)
1076,3001197,Mt Potosi Repeater A2X Warnings and Errors (unknown type)
1077,3001198,Mt Potosi Repeater APDUID Performance Percent (unknown type)
1078,3001199,Mt Potosi Repeater APDUID Count (unknown type)
1079,3001208,Virgin Peak 5052 (HL) Battery Voltage (unknown type)
1080,3001210,Virgin Peak 5052 (HL) GPS Status (unknown type)
1081,3001280,Virgin Peak 5052 (HL) Control (unknown type)
1082,3001281,Virgin Peak 5052 (HL) Reset Count (unknown type)
1083,3001282,Virgin Peak 5052 (HL) ALERT1 Receiver Count (unknown type)
1084,3001283,Virgin Peak 5052 (HL) ALERT1 Repeater Count (unknown type)
1085,3001284,Virgin Peak 5052 (HL) ALERT2 Receiver Count (unknown type)
1086,3001285,Virgin Peak 5052 (HL) ALERT2 Repeater Count (unknown type)
1087,3001290,Virgin Peak Repeater Latency (unknown type)
1088,3001291,Virgin Peak Repeater A2X Noise Level (unknown type)
1089,3001292,Virgin Peak Repeater A2X Messages Sent (unknown type)
1090,3001293,Virgin Peak Repeater A2X Messages Received (unknown type)
1091,3001294,Virgin Peak Repeater A2X Internal Temperature (unknown type)
1092,3001295,Virgin Peak Repeater A2X Battery Voltage (unknown type)
1093,3001296,Virgin Peak Repeater A2X GPS Status (unknown type)
1094,3001297,Virgin Peak Repeater A2X Warnings and Errors (unknown type)
1095,3001298,Virgin Peak Repeater APDUID Performance Percent (unknown type)
1096,3001299,Virgin Peak Repeater APDUID Count (unknown type)
1097,3001310,Wildcat Wash
1098,3001380,Wildcat Wash
1099,3001381,Wildcat Wash
1100,3001382,Wildcat Wash ALERT 1 Receiver Count (unknown type)
1101,3001383,Wildcat Wash ALERT 1 Repeater Count (unknown type)
1102,3001384,Wildcat Wash ALERT 2 Receiver Count (unknown type)
1103,3001385,Wildcat Wash ALERT 2 Repeater Count (unknown type)
1104,3001387,Wildcat Wash ALERT 2 Transmit Count (unknown type)
1105,3001390,Wildcat Wash Latency (unknown type)
1106,3001391,Wildcat Wash A2X Noise Level (unknown type)
1107,3001392,Wildcat Wash A2X Messages Sent (unknown type)
1108,3001393,Wildcat Wash A2X Messages Received (unknown type)
1109,3001394,Wildcat Wash A2X Internal Temperature (unknown type)
1110,3001395,Wildcat Wash A2X Battery Voltage (unknown type)
1111,3001396,Wildcat Wash A2X GPS Status (unknown type)
1112,3001397,Wildcat Wash A2X Warnings and Errors (unknown type)
1113,3001398,Wildcat Wash APDUID Performance Percent (unknown type)
1114,3001399,Wildcat Wash APDUID Count (unknown type)
1115,3001410,Spirit Mountain
1116,3001480,Spirit Mountain
1117,3001481,Spirit Mountain
1118,3001482,Spirit Mountain
1119,3001483,Spirit Mountain
1120,3001484,Spirit Mountain
1121,3001485,Spirit Mountain
1122,3001486,Spirit Mountain
1123,3001487,Spirit Mountain
1124,3001488,Spirit Mountain
1125,3001489,Spirit Mountain
1126,3001490,Spirit Mountain (Christmas Tree Pass) Latency (unknown type)
1127,3001491,Spirit Mountain (Christmas Tree Pass) A2X Noise Level (unknown type)
1128,3001492,Spirit Mountain (Christmas Tree Pass) A2X Messages Sent (unknown type)
1129,3001493,Spirit Mountain (Christmas Tree Pass) A2X Messages Received (unknown type)
1130,3001494,Spirit Mountain (Christmas Tree Pass) A2X Internal Temperature (unknown type)
1131,3001495,Spirit Mountain (Christmas Tree Pass) A2X Battery Voltage (unknown type)
1132,3001496,Spirit Mountain (Christmas Tree Pass) A2X GPS Status (unknown type)
1133,3001497,Spirit Mountain (Christmas Tree Pass) A2X Warnings and Errors (unknown type)
1134,3001498,Spirit Mountain (Christmas Tree Pass) APDUID Performance Percent (unknown type)
1135,3001499,Spirit Mountain (Christmas Tree Pass) APDUID Count (unknown type)
1136,3001510,Boulder City Repeater
1137,3001580,Boulder City Repeater (Red Mountain) Control (unknown type)
1138,3001581,Boulder City Repeater (Red Mountain) Reset Count (unknown type)
1139,3001582,Boulder City Repeater (Red Mountain) ALERT1 Receiver Count (unknown type)
1140,3001583,Boulder City Repeater (Red Mountain) ALERT1 Repeater Count (unknown type)
1141,3001584,Boulder City Repeater (Red Mountain) ALERT2 Receiver Count (unknown type)
1142,3001585,Boulder City Repeater (Red Mountain) ALERT2 Repeater Count (unknown type)
1143,3001586,Boulder City Repeater (Red Mountain) ALERT2 Transmit Count (unknown type)
1144,3001590,Boulder City Repeater (Red Mountain) Latency (unknown type)
1145,3001591,Boulder City Repeater (Red Mountain) A2X Noise Level (unknown type)
1146,3001592,Boulder City Repeater (Red Mountain) A2X Messages Sent (unknown type)
1147,3001593,Boulder City Repeater (Red Mountain) A2X Messages Received (unknown type)
1148,3001594,Boulder City Repeater (Red Mountain) A2X Internal Temperature (unknown type)
1149,3001595,Boulder City Repeater (Red Mountain) A2X Battery Voltage (unknown type)
1150,3001596,Boulder City Repeater (Red Mountain) A2X GPS Status (unknown type)
1151,3001597,Boulder City Repeater (Red Mountain) A2X Warnings and Errors (unknown type)
1152,3001598,Boulder City Repeater (Red Mountain) APDUID Performance Percent (unknown type)
1153,3001599,Boulder City Repeater (Red Mountain) APDUID Count (unknown type)
1154,3001608,Beacon Hill Repeater
1155,3001610,Beacon Hill Repeater
1156,3001680,Beacon Hill Repeater
1157,3001681,Beacon Hill Repeater
1158,3001682,Beacon Hill Repeater
1159,3001683,Beacon Hill Repeater
1160,3001684,Beacon Hill Repeater
1161,3001685,Beacon Hill Repeater
1162,3001686,Beacon Hill Repeater
1163,3001687,Beacon Hill Repeater
1164,3001688,Beacon Hill Repeater
1165,3001689,Beacon Hill Repeater
1166,3001690,Beacon Hill Repeater
1167,3001691,Beacon Hill Repeater
1168,3001692,Beacon Hill Repeater
1169,3001693,Beacon Hill Repeater
1170,3001694,Beacon Hill Repeater
1171,3001695,Beacon Hill Repeater
1172,3001696,Beacon Hill Repeater
1173,3001697,Beacon Hill Repeater
1174,3001698,Beacon Hill Repeater
1175,3001699,Beacon Hill Repeater
1176,3001708,Scenic Tank Repeater
1177,3001710,Scenic Tank Repeater
1178,3001780,Scenic Tank Repeater
1179,3001781,Scenic Tank Repeater
1180,3001782,Scenic Tank Repeater
1181,3001783,Scenic Tank Repeater
1182,3001784,Scenic Tank Repeater
1183,3001785,Scenic Tank Repeater
1184,3001786,Scenic Tank Repeater
1185,3001787,Scenic Tank Repeater
1186,3001788,Scenic Tank Repeater
1187,3001789,Scenic Tank Repeater
1188,3001790,Scenic Tank Repeater
1189,3001791,Scenic Tank Repeater
1190,3001792,Scenic Tank Repeater
1191,3001793,Scenic Tank Repeater
1192,3001794,Scenic Tank Repeater
1193,3001795,Scenic Tank Repeater
1194,3001796,Scenic Tank Repeater
1195,3001797,Scenic Tank Repeater
1196,3001798,Scenic Tank Repeater
1197,3001799,Scenic Tank Repeater
1198,3002091,Nelson Noise Level (unknown type)
1199,3002210,Harris Springs 2 GPS (unknown type)
1200,3002290,Harris Springs 2 Latency (unknown type)
1201,3002291,Harris Springs 2 Noise Level (unknown type)
1202,3002298,Harris Springs 2 APDUID Performance Percent (unknown type)
1203,3002299,Harris Springs 2 APDUID Count (unknown type)
1204,3002310,Harris Springs 3 GPS (unknown type)
1205,3002390,Harris Springs 3 Latency (unknown type)
1206,3002391,Harris Springs 3 Noise Level (unknown type)
1207,3002398,Harris Springs 3 APDUID Performance Percent (unknown type)
1208,3002399,Harris Springs 3 APDUID Count (unknown type)
1209,3002410,Lee Canyon 1 GPS (unknown type)
1210,3002490,Lee Canyon 1 Latency (unknown type)
1211,3002491,Lee Canyon 1 Noise Level (unknown type)
1212,3002498,Lee Canyon 1 APDUID Performance Percent (unknown type)
1213,3002499,Lee Canyon 1 APDUID Count (unknown type)
1214,3002510,Grapevine Springs 1 GPS (unknown type)
1215,3002590,Grapevine Springs 1 Latency (unknown type)
1216,3002591,Grapevine Springs 1 Noise Level (unknown type)
1217,3002598,Grapevine Springs 1 APDUID Performance Percent (unknown type)
1218,3002599,Grapevine Springs 1 APDUID Count (unknown type)
1219,3002610,Corn Creek NW GPS (unknown type)
1220,3002690,Corn Creek NW Latency (unknown type)
1221,3002691,Corn Creek NW Noise Level (unknown type)
1222,3002698,Corn Creek NW APDUID Performance Percent (unknown type)
1223,3002699,Corn Creek NW APDUID Count (unknown type)
1224,3002710,Floyd Lamb City Park (Tule Springs) GPS (unknown type)
1225,3002790,Floyd Lamb City Park (Tule Springs) Latency (unknown type)
1226,3002791,Floyd Lamb City Park Noise Level (unknown type)
1227,3002798,Floyd Lamb City Park (Tule Springs) APDUID Performance Percent (unknown type)
1228,3002799,Floyd Lamb City Park (Tule Springs) APDUID Count (unknown type)
1229,3002910,Nellis AFB South GPS (unknown type)
1230,3002990,Nellis AFB South Latency (unknown type)
1231,3002991,Nellis AFB South Noise Level (unknown type)
1232,3002998,Nellis AFB South APDUID Performance Percent (unknown type)
1233,3002999,Nellis AFB South APDUID Count (unknown type)
1234,3003010,Rainbow Canyon GPS (unknown type)
1235,3003090,Rainbow Canyon Latency (unknown type)
1236,3003091,Rainbow Canyon Noise Level (unknown type)
1237,3003098,Rainbow Canyon APDUID Performance Percent (unknown type)
1238,3003099,Rainbow Canyon APDIUD Count (unknown type)
1239,3003110,Indian Springs 1 GPS (unknown type)
1240,3003190,Indian Springs 1 Latency (unknown type)
1241,3003191,Indian Springs 1 Noise Level (unknown type)
1242,3003198,Indian Springs 1 APDUID Performance Percent (unknown type)
1243,3003199,Indian Springs 1 APDUID Count (unknown type)
1244,3003210,Smoke Ranch at Buffalo GPS (unknown type)
1245,3003290,Smoke Ranch at Buffalo Latency (unknown type)
1246,3003291,Smoke Ranch at Buffalo Noise Level (unknown type)
1247,3003298,Smoke Ranch at Buffalo APDUID Performance Percent (unknown type)
1248,3003299,Smoke Ranch at Buffalo APDUID Count (unknown type)
1249,3003310,Indian Springs 2 GPS (unknown type)
1250,3003390,Indian Springs 2 Latency (unknown type)
1251,3003391,Indian Springs 2 Noise Level (unknown type)
1252,3003398,Indian Springs 2 APDUID Performance Percent (unknown type)
1253,3003399,Indian Springs 2 APDUID Count (unknown type)
1254,3003710,Harris Springs 1 GPS (unknown type)
1255,3003790,Harris Springs 1 Latency (unknown type)
1256,3003791,Harris Springs 1 Noise Level (unknown type)
1257,3003798,Harris Springs 1 APDUID Performance Percent (unknown type)
1258,3003799,Harris Springs 1 APDUID Count (unknown type)
1259,3003910,Grapevine Springs 2 GPS (unknown type)
1260,3003990,Grapevine Springs 2 Latency (unknown type)
1261,3003991,Grapevine Springs 2 Noise Level (unknown type)
1262,3003998,Grapevine Springs 2 APDUID Performance Percent (unknown type)
1263,3003999,Grapevine Springs 2 APDUID Count (unknown type)
1264,3004110,Yucca Forest 2 GPS (unknown type)
1265,3004190,Yucca Forest 2 Latency (unknown type)
1266,3004191,Yucca Forest 2 GPS Noise Level (unknown type)
1267,3004198,Yucca Forest 2 APDUID Performance Percent (unknown type)
1268,3004199,Yucca Forest 2 APDUID Count (unknown type)
1269,3004406,Fossil Ridge PK WND (Peak Wind)
1270,3004408,Fossil Ridge BATT (unknown type)
1271,3004410,Fossil Ridge GPS (unknown type)
1272,3004490,Fossil Ridge Latency (unknown type)
1273,3004491,Fossil Ridge Noise Level (unknown type)
1274,3004498,Fossil Ridge APDUID Performance Percent (unknown type)
1275,3004499,Fossil Ridge APDUID Count (unknown type)
1276,3004810,Tule Springs NW GPS (unknown type)
1277,3004890,Tule Springs NW Latency (unknown type)
1278,3004891,Tule Springs NW Noise Level (unknown type)
1279,3004898,Tule Springs NW APDUID Performance Percent (unknown type)
1280,3004899,Tule Springs NW APDUID Count (unknown type)
1281,3005000,Vandenberg North DB RAIN (Rain)
1282,3005007,Vandenberg North DB WL (Outlet) (Water Level)
1283,3005008,Vandenberg North DB BATT (unknown type)
1284,3005010,Vandenberg North DB GPS (unknown type)
1285,3005017,Vandenberg North DB WL (Basin) (Water Level)
1286,3005090,Vandenberg North DB Latency (unknown type)
1287,3005091,Vandenberg North DB Noise Level (unknown type)
1288,3005098,Vandenberg North DB APDUID Performance Percent (unknown type)
1289,3005099,Vandenberg North DB APDUID Count (unknown type)
1290,3005510,Carey/Lake Mead DB GPS (unknown type)
1291,3005590,Carey/Lake Mead DB Latency (unknown type)
1292,3005591,Carey/Lake Mead DB Noise Level (unknown type)
1293,3005598,Carey/Lake Mead DB APDUID Performance Percent (unknown type)
1294,3005599,Carey/Lake Mead DB APDUID Count (unknown type)
1295,3005600,Skye Canyon 2 DB RAIN (4584) (Rain)
1296,3005607,Skye Canyon 2 DB WL (Water Level)
1297,3005608,Skye Canyon 2 DB BATT (unknown type)
1298,3005610,Skye Canyon 2 DB GPS (unknown type)
1299,3005690,Skye Canyon 2 DB Latency (unknown type)
1300,3005691,Skye Canyon 2 DB Noise Level (unknown type)
1301,3005698,Skye Canyon 2 DB APDUID Performance Percent (unknown type)
1302,3005699,Skye Canyon 2 DB APDUID Count (unknown type)
1303,3005700,Speedway #2 DB RAIN (Rain)
1304,3005707,Speedway #2 DB WL (Water Level)
1305,3005708,Speedway #2 DB BATT (unknown type)
1306,3005710,Speedway #2 DB GPS Lock (unknown type)
1307,3005790,Speedway #2 DB Latency (unknown type)
1308,3005798,Speedway #2 DB APDUID Performance Percent (unknown type)
1309,3005799,Speedway #2 DB APDUID Count (unknown type)
1310,3005910,Skye Canyon 1 DB GPS (unknown type)
1311,3005990,Skye Canyon 1 DB Latency (unknown type)
1312,3005991,Skye Canyon 1 DB Noise Level (unknown type)
1313,3005998,Skye Canyon 1 DB APDUID Performance Percent (unknown type)
1314,3005999,Skye Canyon 1 DB APDUID Count (unknown type)
1315,3006108,Flamingo Wash at Mojave BATT (unknown type)
1316,3006110,Flamingo wash at Mojave GPS (unknown type)
1317,3006300,North Las Vegas DB RAIN (4001) (Rain)
1318,3006307,North Las Vegas DB WL (Water Level)
1319,3006308,North Las Vegas DB BATT (unknown type)
1320,3006310,North Las Vegas DB GPS (unknown type)
1321,3006390,North Las Vegas DB Latency (unknown type)
1322,3006398,North Las Vegas DB APDUID Performance Percent (unknown type)
1323,3006399,North Las Vegas DB APDUID Count (unknown type)
1324,3007200,Park Highlands West DB RAIN (Rain)
1325,3007207,Park Highlands West DB WL (Water Level)
1326,3007208,Park Highlands West DB BATT (unknown type)
1327,3007210,Park Highlands West DB GPS (unknown type)
1328,3007290,Park Highlands West DB Latency (unknown type)
1329,3007298,Park Highlands West DB APDUID Performance Percent (unknown type)
1330,3007299,Park Highlands West DB APDUID Count (unknown type)
1331,3007610,Duck Creek above Mountain Vista GPS (unknown type)
1332,3007690,Duck Creek above Mountain Vista Latency (unknown type)
1333,3007698,Duck Creek above Mountain Vista APDUID Percent (unknown type)
1334,3007699,Duck Creek above Mountain Vista APDUID Count (unknown type)
1335,3010306,Mesquite Airport PK WND (Peak Wind)
1336,3010308,Mesquite Airport BATT (unknown type)
1337,3010310,Mesquite Airport GPS (unknown type)
1338,3010390,Mesquite Airport Latency (unknown type)
1339,3010391,Mesquite Airport Noise Level (unknown type)
1340,3010398,Mesquite Airport APDUID Performance Percent (unknown type)
1341,3010399,Mesquite Airport APDUID Count (unknown type)
1342,3010506,Bunkerville PK WND (Peak Wind)
1343,3010508,Bunkerville BATT (unknown type)
1344,3010510,Bunkerville GPS (unknown type)
1345,3010590,Bunkerville Latency (unknown type)
1346,3010591,Bunkerville Noise Level (unknown type)
1347,3010598,Bunkerville APDUID Performance Percent (unknown type)
1348,3010599,Bunkerville APDUID Count (unknown type)
1349,3010608,Mesquite 2 BATT (unknown type)
1350,3010610,Mesquite 2 GPS (unknown type)
1351,3010698,Mesquite 2 APDUID Performance Percent (unknown type)
1352,3010699,Mesquite 2 APDUID Count (unknown type)
1353,3010810,Windmill Wash DB GPS (unknown type)
1354,3010890,Windmill Wash DB Latency (unknown type)
1355,3010898,Windmill Wash DB APDUID Performance Percent (unknown type)
1356,3010899,Windmill Wash DB APDUID Count (unknown type)
1357,3012300,Muddy River at Cooper St. RAIN (Rain)
1358,3012307,Muddy River at Cooper St. WL (Water Level)
1359,3012308,Muddy River at Cooper St. BATT (unknown type)
1360,3012310,Muddy River at Cooper St. GPS (unknown type)
1361,3012390,Muddy River at Cooper St. Latency (unknown type)
1362,3012391,Muddy River at Cooper St. Noise Level (unknown type)
1363,3012398,Muddy River at Cooper St. APDUID Performance Percent (unknown type)
1364,3012399,Muddy River at Cooper St. APDUID Count (unknown type)
1365,3012400,Muddy River at Glendale Bridge RAIN (Rain)
1366,3012407,Muddy River at Glendale Bridge WL (Water Level)
1367,3012408,Muddy River at Glendale Bridge BATT (unknown type)
1368,3012410,Muddy River at Glendale Bridge GPS (unknown type)
1369,3012490,Muddy River at Glendale Bridge Latency (unknown type)
1370,3012491,Muddy River at Glendale Bridge Noise Level (unknown type)
1371,3012498,Muddy River at Glendale Bridge APDUID Performance Percent (unknown type)
1372,3012499,Muddy River at Glendale Bridge APDUID Count (unknown type)
1373,3012508,Weiser Wash BATT (unknown type)
1374,3012510,Weiser Wash GPS (unknown type)
1375,3012580,Weiser Wash Control (unknown type)
1376,3012581,Weiser Wash Reset Count (unknown type)
1377,3012582,Weiser Wash 5052 ALERT 1 Receiver Count (unknown type)
1378,3012583,Weiser Wash 5052 ALERT 1 Repeater Count (unknown type)
1379,3012584,Weiser Wash 5052 ALERT 2 Receiver Count (unknown type)
1380,3012585,Weiser Wash 5052 ALERT 2 Repeater Count (unknown type)
1381,3012586,Weiser Wash 5052 ALERT 2 Transmit Count (unknown type)
1382,3012590,Weiser Wash Latency (unknown type)
1383,3012591,Weiser Wash A2X Noise Level (unknown type)
1384,3012592,Weiser Wash A2X Messages Sent (unknown type)
1385,3012593,Weiser Wash A2X Messages Received (unknown type)
1386,3012594,Weiser Wash A2X Internal Temperature (unknown type)
1387,3012595,Weiser Wash A2X Battery Voltage (unknown type)
1388,3012596,Weiser Wash A2X GPS Status (unknown type)
1389,3012597,Weiser Wash A2X Warnings and Errors (unknown type)
1390,3012598,Weiser Wash APDUID Performance Percent (unknown type)
1391,3012599,Weiser Wash APDUID Count (unknown type)
1392,3012610,California Wash 4 GPS (unknown type)
1393,3012690,California Wash 4 Latency (unknown type)
1394,3012691,California Wash 4 Noise Level (unknown type)
1395,3012698,California Wash 4 APDUID Performance Percent (unknown type)
1396,3012699,California Wash 4 APDUID Count (unknown type)
1397,3012710,Moapa SW 2 GPS (unknown type)
1398,3012790,Moapa SW 2 Latency (unknown type)
1399,3012791,Moapa SW 2 Noise Level (unknown type)
1400,3012798,Moapa SW 2 APDUID Performance Percent (unknown type)
1401,3012799,Moapa SW 2 APDUID Count (unknown type)
1402,3012810,Moapa SW 1 GPS (unknown type)
1403,3012890,Moapa SW 1 Latency (unknown type)
1404,3012891,Moapa SW 1 Noise Level (unknown type)
1405,3012898,Moapa SW 1 APDUID Performance Percent (unknown type)
1406,3012899,Moapa SW 1 APDUID Count (unknown type)
1407,3013110,California Wash 2 GPS (unknown type)
1408,3013190,California Wash 2 Latency (unknown type)
1409,3013191,California Wash 2 Noise Level (unknown type)
1410,3013198,California Wash 2 APDUID Performance Percent (unknown type)
1411,3013199,California Wash 2 APDUID Count (unknown type)
1412,3013210,Segmiller Wash GPS (unknown type)
1413,3013290,Segmiller Wash Latency (unknown type)
1414,3013291,Segmiller Wash Noise Level (unknown type)
1415,3013298,Segmiller Wash APDUID Performance Percent (unknown type)
1416,3013299,Segmiller Wash APDUID Count (unknown type)
1417,3013410,Dry Gulch GPS (unknown type)
1418,3013490,Dry Gulch Latency (unknown type)
1419,3013491,Dry Gulch Noise Level  (unknown type)
1420,3013498,Dry Gulch APDUID Performance Percent (unknown type)
1421,3013499,Dry Gulch APDUID Count (unknown type)
1422,3013505,Overton Airport WD (Wind Direction)
1423,3013506,Overton Airport PK WND (Peak Wind)
1424,3013508,Overton Airport BATT (unknown type)
1425,3013510,Overton Airport GPS (unknown type)
1426,3013590,Overton Airport Latency (unknown type)
1427,3013591,Overton Airport Noise Level (unknown type)
1428,3013598,Overton Airport APDUID Performance Percent (unknown type)
1429,3013599,Overton Airport APDUID Count (unknown type)
1430,3013608,Logan Wash BATT (unknown type)
1431,3013610,Logan Wash GPS (unknown type)
1432,3013690,Logan Wash Latency (unknown type)
1433,3013691,Logan Wash Noise Level (unknown type)
1434,3013698,Logan Wash APDUID Performance Percent (unknown type)
1435,3013699,Logan Wash APDUID Count (unknown type)
1436,3013708,Mormon Mesa Overton BATT (unknown type)
1437,3013710,Mormon Mesa Overton GPS (unknown type)
1438,3013806,Overton Beach PK WND (Peak Wind)
1439,3013808,Overton Beach BATT (unknown type)
1440,3013810,Overton Beach GPS (unknown type)
1441,3013890,Overton Beach Latency (unknown type)
1442,3014010,Moapa SW 3 GPS (unknown type)
1443,3014090,Moapa SW 3 Latency (unknown type)
1444,3014091,Moapa SW 3 Noise Level (unknown type)
1445,3014098,Moapa SW 3 APDUID Performance Percent (unknown type)
1446,3014099,Moapa SW 3 APDUID Count (unknown type)
1447,3014108,Mormon Mesa 1 BATT (unknown type)
1448,3014110,Mormon Mesa 1 GPS (unknown type)
1449,3014300,Fairgrounds DB RAIN (3289) (Rain)
1450,3014307,Fairgrounds DB WL (Water Level)
1451,3014308,Fairgrounds DB BATT (unknown type)
1452,3014310,Fairgrounds DB GPS (unknown type)
1453,3014390,Fairgrounds DB Latency (unknown type)
1454,3014398,Fairgrounds DB APDUID Performance Percent (unknown type)
1455,3014399,Fairgrounds DB APDUID Count (unknown type)
1456,3014410,Hogan Springs Overlook GPS (unknown type)
1457,3014490,Hogan Springs Overlook Latency (unknown type)
1458,3014491,Hogan Springs Overlook Noise Level (unknown type)
1459,3014498,Hogan Springs Overlook APDUID Performance Percent (unknown type)
1460,3014499,Hogan Springs Overlook APDUID Count (unknown type)
1461,3014590,Muddy River Moapa (USGS) Latency (unknown type)
1462,3014591,Muddy River Moapa (USGS) Noise Level (unknown type)
1463,3014598,Muddy River Moapa (USGS) APDUID Performance Percent (unknown type)
1464,3014599,Muddy River Moapa (USGS) APDUID Count (unknown type)
1465,3014710,Elbow Canyon GPS (unknown type)
1466,3014790,Elbow Canyon Latency (unknown type)
1467,3014791,Elbow Canyon Noise Level (unknown type)
1468,3014798,Elbow Canyon APDUID Performance Percent (unknown type)
1469,3014799,Elbow Canyon APDUID Count (unknown type)
1470,3015010,Boulder City SW GPS (unknown type)
1471,3015090,Boulder City SW Latency (unknown type)
1472,3015091,Boulder City SW Noise Level (unknown type)
1473,3015098,Boulder City SW APDUID Performance Percent (unknown type)
1474,3015099,Boulder City SW APDUID Count (unknown type)
1475,3016900,Pittman North DB RAIN (Rain)
1476,3016907,Pittman North DB WL (Water Level)
1477,3016908,Pittman North DB BATT (unknown type)
1478,3016910,Pittman North DB GPS (unknown type)
1479,3016990,Pittman North DB Latency (unknown type)
1480,3016991,Pittman North DB Noise Level (unknown type)
1481,3016998,Pittman North DB APDUID Performance Percent (unknown type)
1482,3016999,Pittman North DB APDUID Count (unknown type)
1483,3017108,C-1 Channel at Warm Springs (USGS) BATT (unknown type)
1484,3017110,C-1 Channel at Warm Springs (USGS) GPS (unknown type)
1485,3020210,Apex GPS (unknown type)
1486,3020290,Apex at I-15 Latency (unknown type)
1487,3020291,Apex at I-15 Noise Level (unknown type)
1488,3020298,Apex at I-15 APDUID Performance Percent (unknown type)
1489,3020299,Apex at I-15 APDUID Count (unknown type)
1490,3020400,Silverado Ranch DB RAIN (4651) (Rain)
1491,3020407,Silverado Ranch DB WL (Water Level)
1492,3020408,Silverado Ranch DB BATT (unknown type)
1493,3020410,Silverado Ranch DB GPS (unknown type)
1494,3020490,Silverado Ranch DB Latency (unknown type)
1495,3020498,Silverado Ranch DB APDUID Performance Percent (unknown type)
1496,3020499,Silverado Ranch DB APDUID Count (unknown type)
1497,3020990,Red Rock Canyon Latency (unknown type)
1498,3021110,Red Rock Canyon GPS (unknown type)
1499,3021191,Red Rock Canyon Noise Level (unknown type)
1500,3021198,Red Rock Canyon APDUID Performance Percent (unknown type)
1501,3021199,Red Rock Canyon APDUID Count (unknown type)
1502,3021308,East Henderson 2 BATT (unknown type)
1503,3021310,East Henderson 2 GPS (unknown type)
1504,3021398,East Henderson 2 APDUID Performance Percent (unknown type)
1505,3021399,East Henderson 2 APDUID Count (unknown type)
1506,3021510,Goodsprings 2 GPS (unknown type)
1507,3021590,Goodsprings 2 Latency (unknown type)
1508,3021591,Goodsprings 2 Noise Level (unknown type)
1509,3021598,Goodsprings 2 APDUID Performance Percent (unknown type)
1510,3021599,Goodsprings 2 APDUID Count (unknown type)
1511,3021710,Jean SE GPS (unknown type)
1512,3021790,Jean SE Latency (unknown type)
1513,3021791,Jean SE Noise Level (unknown type)
1514,3021798,Jean SE APDUID Performance Percent (unknown type)
1515,3021799,Jean SE APDUID Count (unknown type)
1516,3021810,Borman GPS (unknown type)
1517,3021890,Borman Latency (unknown type)
1518,3021891,Borman Noise Level (unknown type)
1519,3021898,Borman Performance Percent (unknown type)
1520,3021899,Borman APDUID Count (unknown type)
1521,3022006,Nelson PK WND (Peak Wind)
1522,3022008,Nelson BATT (unknown type)
1523,3022010,Nelson GPS (unknown type)
1524,3022090,Nelson Latency (unknown type)
1525,3022098,Nelson APDUID Performance Percent (unknown type)
1526,3022099,Nelson APDUID Count (unknown type)
1527,3022410,Jean Southwest GPS (unknown type)
1528,3022490,Jean Southwest Latency (unknown type)
1529,3022491,Jean Southwest Noise Level (unknown type)
1530,3022498,Jean Southwest APDUID Performance Percent (unknown type)
1531,3022499,Jean Southwest APDUID Count (unknown type)
1532,3022706,Jean Airport PK WND (Peak Wind)
1533,3022708,Jean Airport BATT (unknown type)
1534,3022710,Jean Airport GPS (unknown type)
1535,3022790,Jean Airport Latency (unknown type)
1536,3022791,Jean Airport Noise Level (unknown type)
1537,3022798,Jean Airport APDUID Percent (unknown type)
1538,3022799,Jean Airport APDUID Count (unknown type)
1539,3022910,Jean SE 3 GPS (unknown type)
1540,3022990,Jean SE3 Latency (unknown type)
1541,3022991,Jean SE3 Noise Level (unknown type)
1542,3022998,Jean SE3 APDUID Performance Percent (unknown type)
1543,3022999,Jean SE3 APDUID Count (unknown type)
1544,3023110,Jean SE 2 GPS (unknown type)
1545,3023190,Jean SE2 Latency (unknown type)
1546,3023191,Jean SE2 Noise Level (unknown type)
1547,3023198,Jean SE2 APDUID Performance Percent (unknown type)
1548,3023199,Jean SE2 APDUID Count (unknown type)
1549,3023310,Primm GPS (unknown type)
1550,3023390,Primm Latency (unknown type)
